yearterm,serial,dept,grade,required,name,note,teacher,category,credit,hours,language,schedule,addable,add_limit,total_limit,enrolled,syllabus_url,limit_url,limits_json,edu_type,crawl_time
1141,U1006,體育,體育1,必,體育：校隊(女籃) / Physical Education: School Team(Basketball),"Physical Education: School Team(Female Basketball)限一~四年級各運動代表隊；上課地點：另由體育室公告。
須獲本校女籃校隊(公開組)教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course)",張維仁,半,0.0,0,中文,每週; 未維護0,是,8,42,4,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1006,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1013,體育,體育1,必,體育：校隊(女網) / Physical Education: School Team(Tennis),Physical Education: School Team(Female Tennis)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),陳建瑋,半,0.0,0,中文,每週; 未維護0,是,8,42,9,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1013,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1020,體育,體育1,必,體育：校隊(男桌) / Physical Education: School Team(Table Tennis),Physical Education: School Team(Male Table Tennis)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),陳秋丹,半,0.0,0,中文,每週; 未維護0,是,8,42,7,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1020,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1027,體育,體育1,必,體育：校隊(男排) / Physical Education: School Team(Volleyball),Physical Education: School Team(Male Volleyball)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),翁仲邦,半,0.0,0,中文,每週; 未維護0,是,8,42,8,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1027,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1032,體育,體育1,必,體育：校隊(女排) / Physical Education: School Team(Volleyball),Physical Education: School Team(Female Volleyball)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),翁仲邦,半,0.0,0,中文,每週; 未維護0,是,8,42,15,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1032,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1039,體育,體育1,必,體育：校隊(女羽) / Physical Education: School Team(Badminton),Physical Education: School Team(Female Badminton)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),王彥邦,半,0.0,0,中文,每週; 未維護0,是,8,42,4,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1039,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1041,體育,體育1,必,體育：校隊(男網) / Physical Education: School Team(Tennis),Physical Education: School Team(Male Tennis)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),陳建瑋,半,0.0,0,中文,每週; 未維護0,是,8,42,13,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1041,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1049,體育,體育1,必,體育：校隊(女桌) / Physical Education: School Team(Table Tennis),Physical Education: School Team(Female Table Tennis)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),陳秋丹,半,0.0,0,中文,每週; 未維護0,是,8,42,2,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1049,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1053,體育,體育1,必,體育：校隊(足球) / Physical Education: School Team(Soccer),限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),林啟賢,半,0.0,0,中文,每週; 未維護0,是,8,42,16,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1053,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1060,體育,體育1,必,體育：校隊(游泳) / Physical Education: School Team(Swimming),限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),李至斌,半,0.0,0,中文,每週; 未維護0,是,7,36,9,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1060,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1061,體育,體育1,必,體育：校隊(男羽) / Physical Education: School Team(Badminton),Physical Education: School Team(Male Badminton)限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),王彥邦,半,0.0,0,中文,每週; 未維護0,是,8,42,6,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1061,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1073,體育,體育1,必,體育：校隊(男籃) / Physical Education: School Team(Basketball),"Physical Education: School Team(Male Basketball)限一~四年級各運動代表隊；上課地點：另由體育室公告。
須獲本校男籃校隊(公開組)教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course)",蔡舜璽,半,0.0,0,中文,每週; 未維護0,是,8,42,14,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1073,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1082,體育,體育1,必,體育：校隊(射箭) / Physical Education：School Team(Archerv),限一~四年級各運動代表隊；上課地點：另由體育室公告。須獲教練同意，始得選修本課程。(Permission from the coach is required to enroll in this course),吳慧卿,半,0.0,0,中文,每週; 未維護0,是,8,42,6,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U1082,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U1281,北科大,北科大1,必,體育 / Physical Education,教師：安振吉／開課班級：體育專項（四）／教室：北科大（請再洽北科大）／第二上課教室：無；本課程不開放進修部學生修習,******,半,0.0,2,英語|English,每週三3~4,否,-,3,0,,,{},學士班,2025-11-05 00:38:39
1141,U1283,北科大,北科大1,必,體育 / Physical Education,教師：安振吉／開課班級：體育專項（十）／教室：北科大（請再洽北科大）／第二上課教室：無；本課程不開放進修部學生修習,******,半,0.0,2,英語|English,每週四6~7,否,-,3,0,,,{},學士班,2025-11-05 00:38:39
1141,U1284,北科大,北科大1,必,體育 / Physical Education,教師：安振吉／開課班級：體育專項（十五）／教室：北科大（請再洽北科大）／第二上課教室：無；本課程不開放進修部學生修習,******,半,0.0,2,英語|English,每週四8~9,否,-,3,0,,,{},學士班,2025-11-05 00:38:39
1141,U4015,體育,體育4,必,體育：羽球 / Physical Education: Badminton,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：崇越館。",陳建瑋,半,0.0,2,中文,每週四5~6,是,8,42,50,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4015,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4037,體育,體育4,必,體育:射箭 / Physical Education: Archery,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：射箭場。",林華珊,半,0.0,2,中文,每週四3~4,否,-,30,30,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4037,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4038,體育,體育4,必,體育：室內飛輪 / Physical Education:Indoor Cycling,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館3樓飛輪教室",吳家慶,半,0.0,2,中文,每週一5~6,否,-,42,42,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4038,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4039,體育,體育4,必,體育：室內飛輪 / Physical Education:Indoor Cycling,"[停開]
1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館3樓飛輪教室
114年7月30日通知停開。",李至斌,半,0.0,2,中文,每週四1~2,否,-,42,0,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4039,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4040,體育,體育4,必,體育：游泳 / Physical Education:Swimming,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館游泳池。",李至斌,半,0.0,2,中文,每週一3~4,是,7,36,38,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4040,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4043,體育,體育4,必,體育：排球 / Physical Education:Volleyball,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館排球場。",陳俊玄,半,0.0,2,中文,每週一3~4,是,8,42,48,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4043,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4050,體育,體育4,必,體育：羽球 / Physical Education: Badminton,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：崇越館。",陳則賢,半,0.0,2,中文,每週五5~6,是,8,42,50,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4050,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4051,體育,體育4,必,體育：排球 / Physical Education:Volleyball,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館排球場。",簡志宜,半,0.0,2,中文,每週四3~4,是,8,42,47,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4051,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4055,體育,體育4,必,體育：排球 / Physical Education:Volleyball,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館排球場。",陳建榮,半,0.0,2,中文,每週一5~6,是,8,42,42,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4055,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4059,體育,體育4,必,體育：室內飛輪 / Physical Education:Indoor Cycling,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館3樓飛輪教室",吳家慶,半,0.0,2,中文,每週一7~8,否,-,42,41,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4059,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4061,體育,體育4,必,體育：羽球 / Physical Education: Badminton,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：崇越館。",陳建瑋,半,0.0,2,中文,每週三1~2,是,8,42,47,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4061,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4065,體育,體育4,必,體育：羽球 / Physical Education: Badminton,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：崇越館。",陳則賢,半,0.0,2,中文,每週一3~4,是,8,42,50,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4065,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4066,體育,體育4,必,體育：室內飛輪 / Physical Education:Indoor Cycling,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：體育館3樓飛輪教室",吳家慶,半,0.0,2,中文,每週二5~6,是,8,42,40,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4066,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4069,體育,體育4,必,體育：羽球 / Physical Education: Badminton,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：崇越館。",陳則賢,半,0.0,2,中文,每週一5~6,是,8,42,48,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4069,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4070,體育,體育4,必,體育：網球 / Physical Education:Tennis,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：網球場。
3.雨天備案：田徑場地下室/宿舍B1健身中心/綜合體育館。",陳則賢,半,0.0,2,中文,每週五7~8,否,-,42,40,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4070,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4073,體育,體育4,必,體育：排球 / Physical Education:Volleyball,1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。 2.上課地點：體育館。,翁仲邦,半,0.0,2,中文,每週二7~8,是,8,42,48,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4073,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4074,體育,體育4,必,體育：肌力訓練 / Physical Education Strength Training,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：宿舍B1健身中心。",蔡舜璽,半,0.0,2,中文,每週一5~6,否,-,42,42,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4074,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4075,體育,體育4,必,體育：桌球 / Physical Education:Table Tennis,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：田徑場B1桌球室。",李靜雯,半,0.0,2,中文,每週三1~2,否,-,42,39,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4075,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4076,體育,體育4,必,體育：舞蹈 / Physical Education:Dance,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：行政大樓B1韻律教室。",邱耀群,半,0.0,2,中文,每週三7~8,否,-,42,40,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4076,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4077,體育,體育4,必,體育：太極拳 / Physical Education:Tai Chi Chuan,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：行政大樓B1韻律教室。",邱耀群,半,0.0,2,中文,每週四5~6,否,-,42,42,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4077,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4082,體育,體育4,必,適應體育 / Adapted Physical Education and Sport,"1.限身心障礙學生選修。
2.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
3.上課地點：宿舍B1健身中心。",陳俊玄,半,0.0,2,中文,每週三7~8,是,6,30,16,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4082,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4083,體育,體育4,必,體育：網球 / Physical Education:Tennis,"[停開]
1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：網球場。
3.雨天備案：田徑場B1視聽教室。
114年7月30日通知停開。",蔡舜璽,半,0.0,2,中文,每週四7~8,是,8,42,0,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4083,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
1141,U4087,體育,體育4,必,體育：桌球 / Physical Education:Table Tennis,"1.學生畢業前必須修過四次體育課。第五次(含)以上修習體育課者計1學分，但不計入各學系最低畢業學分數內。
2.上課地點：田徑場B1桌球室。",邱耀群,半,0.0,2,中文,每週四7~8,否,-,42,40,,https://sea.cc.ntpu.edu.tw/pls/faculty/common.OPMS_lm.bylimit_checkshow?yearterm=1141&serial=U4087,"{""學制"": ""學士班,碩士班,博士班,進修學士班,碩士在職專班,"", ""學號"": ""單號,雙號,"", ""性別"": ""男生,女生,"", ""身份"": ""一般生,在職生,外籍生,僑生,輔系生,雙主修生,多元培力生,"", ""系所"": ""智慧永續,"", ""年級"": ""1,""}",學士班,2025-11-05 00:38:39
